MenuItemName,MenuItemDescription,PLU,MenuItemId,RecipeId
adF/Pproni                  ,Pepperoni AddFt                           ,174000040,3668,3661
adF/Salami                  ,Salami AddFt                              ,174000038,3669,3664
ad6/Salami                  ,Salami Add6in                             ,175000038,3670,3665
WpB/HamEgg                  ,Ham & Egg WrapBk                          ,162100033,3671,3667
WpB/EggChs                  ,Egg & Cheese WrapBk                       ,162100032,3672,3668
WpB/BcnEgg                  ,Bacon Egg & Cheese WrapBk                 ,162100030,3673,3669
Btl/vitwat                  ,Btl vitaminwater                          ,221000553,3674,3658
H12/12Tea                   ,12oz Tea 12Hot                            ,231000114,3675,3776
dm6/RstChxAvo               ,Rst Chicken Avo Extr6                     ,172000549,3676,3831
ad6/RstChxAvo               ,Rst Chicken Avo Add6in                    ,175000549,3677,3832
dmF/RstChxAvo               ,Rst Chicken Avo ExtrFT                    ,171000549,3678,3833
Sid/GrpCup                  ,Delmonte Grape Fruit Cup Side             ,341000559,3679,3823
Sid/HyDCup                  ,Delmonte Honeydew Fruit  Side             ,341000561,3680,3824
Sid/MngCup                  ,Delmonte Mango Fruit Cup Side             ,341000557,3681,3825
Sid/PnaCup                  ,Delmonte Pineapple FrtCu Side             ,341000558,3682,3826
Sid/VegCup                  ,Delmonte Veggie Cup Side                  ,341000556,3683,3827
Sid/WmlCup                  ,Delmonte WatermelonFtCup Side             ,341000560,3684,3828
Sid/StwBlu                  ,Strawberries & Blueberri Side             ,341000555,3685,3829
Sid/HFruit                  ,Hand Fruit Side                           ,341000554,3686,3830
3Bf/Plain                   ,Plain 3BkfFb                              ,194000063,3687,3834
H12/CoffS                   ,Coffee Regular                            ,231000321,3688,3835
BxL/TkHSpA                  ,Tky&Hm Spinach Avo BoxLn                  ,186000550,3689,3651
fBd/TkHSpA                  ,Tky&Hm Spinach Avo FlatBd                 ,122000550,3690,3652
FBx/TkHSpA                  ,Tky&Hm Spinach Avo FBxLun                 ,187000550,3691,3653
FfB/TkHSpA                  ,Tky&Hm Spinach Avo FtFbd                  ,112000550,3692,3654
FtL/TkHSpA                  ,Tky&Hm Spinach Avo FtLong                 ,111000550,3693,3655
Six/TkHSpA                  ,Tky&Hm Spinach Avo 6 inch                 ,121000550,3694,3656
Sld/TkHSpA                  ,Tky&Hm Spinach Avo Salad                  ,131000550,3695,3657
dmF/TkHSpA                  ,Tky&Hm Spinach Avo ExtrFT                 ,171000550,3696,3836
dm6/TkHSpA                  ,Tky&Hm Spinach Avo Extr6                  ,172000550,3697,3837
Sid/Yogurt                  ,Yogurt Side                               ,341000103,3698,3852
fBd/OvBrCh                  ,Oven Breaded Chicken FlatBd               ,122000584,3699,3854
FfB/OvBrCh                  ,Oven Breaded Chicken FtFbd                ,112000584,3700,3856
FtL/OvBrCh                  ,Oven Breaded Chicken FtLong               ,111000584,3701,3857
Six/OvBrCh                  ,Oven Breaded Chicken 6 inch               ,121000584,3702,3858
Sld/OvBrCh                  ,Oven Breaded Chicken Salad                ,131000584,3703,3859
adF/OvBrCh                  ,Oven Breaded Chicken AddFt                ,174000584,3704,3860
dmF/OvBrCh                  ,Oven Breaded Chicken ExtrFT               ,171000584,3705,3861
dm6/OvBrCh                  ,Oven Breaded Chicken Extr6                ,172000584,3706,3862
ad6/OvBrCh                  ,Oven Breaded Chicken Add6in               ,175000584,3707,3863
#NOM?,Oven Breaded Chicken Portn                ,173000584,3708,3864
fBd/StBcnM                  ,Steak & Bacon Melt FlatBd                 ,122000024,3709,3839
FfB/StBcnM                  ,Steak & Bacon Melt FtFbd                  ,112000024,3710,3841
FtL/StBcnM                  ,Steak & Bacon Melt FtLong                 ,111000024,3711,3842
Six/StBcnM                  ,Steak & Bacon Melt 6 inch                 ,121000024,3712,3844
Sld/StBcnM                  ,Steak & Bacon Melt Salad                  ,131000024,3713,3845
Wrp/StBcnM                  ,Steak & Bacon Melt Wrap                   ,162000024,3714,3846
adF/StBcnM                  ,Steak & Bacon Melt AddFt                  ,174000024,3715,3847
dmF/StBcnM                  ,Steak & Bacon Melt ExtrFT                 ,171000024,3716,3848
ad6/StBcnM                  ,Steak & Bacon Melt Add6in                 ,175000024,3717,3849
dm6/StBcnM                  ,Steak & Bacon Melt Extr6                  ,172000024,3718,3850
#NOM?,Steak & Bacon Melt Portn                  ,173000024,3719,3851
BxL/ClubTh                  ,Subway Club Thin Sliced BoxLn             ,186000571,3720,3878
fBd/ClubTh                  ,Subway Club Thin Sliced FlatBd            ,122000571,3721,3879
FBx/ClubTh                  ,Subway Club Thin Sliced FBxLun            ,187000571,3722,3880
FfB/ClubTh                  ,Subway Club Thin Sliced FtFbd             ,112000571,3723,3881
FtL/ClubTh                  ,Subway Club Thin Sliced FtLong            ,111000571,3724,3882
Mni/ClubTh                  ,Subway Club Thin Sliced Mini              ,161000571,3725,3883
Six/ClubTh                  ,Subway Club Thin Sliced 6 inch            ,121000571,3726,3884
Sld/ClubTh                  ,Subway Club Thin Sliced Salad             ,131000571,3727,3885
ad6/ClubTh                  ,Subway Club Thin Sliced Add6in            ,175000571,3728,3886
dm6/ClubTh                  ,Subway Club Thin Sliced Extr6             ,172000571,3729,3887
adF/ClubTh                  ,Subway Club Thin Sliced AddFt             ,174000571,3730,3888
dmF/ClubTh                  ,Subway Club Thin Sliced ExtrFT            ,171000571,3731,3889
ICr/16Flot                  ,GR 16oz Float Ice Cream                   ,811000577,3732,3865
ICr/21Flot                  ,GR 21oz Float Ice Cream                   ,811000576,3733,3866
ICr/32Flot                  ,GR 32oz Float Ice Cream                   ,811000575,3734,3867
ICr/16Frez                  ,GR 16oz Freeze Ice Cream                  ,811000572,3735,3868
ICr/21Frez                  ,GR 21oz Freeze Ice Cream                  ,811000573,3736,3869
ICr/32Frez                  ,GR 32oz Freeze Ice Cream                  ,811000574,3737,3870
ICr/16Malt                  ,GR 16oz Malt Ice Cream                    ,811000563,3738,3871
ICr/21Malt                  ,GR 21oz Malt Ice Cream                    ,811000564,3739,3872
ICr/32Malt                  ,GR 32oz Malt Ice Cream                    ,811000565,3740,3873
ICr/16Shak                  ,GR 16oz Shake Ice Cream                   ,811000566,3741,3874
ICr/21Shak                  ,GR 21oz Shake Ice Cream                   ,811000567,3742,3875
ICr/32Shak                  ,GR 32oz Shake Ice Cream                   ,811000568,3743,3876
ICr/GRWaff                  ,GR Waffle Cone Ice Cream                  ,811000569,3744,3877
ICr/SmBnSp                  ,GR Sm Banana Split Ice Cream              ,811000582,3745,3933
ICr/LgBnSp                  ,GR Lg Banana Split Ice Cream              ,811000583,3746,3934
ICr/PtICr                   ,Pint Ice Cream Ice Cream                  ,811000531,3747,3935
ICr/ICSand                  ,IC Sandwich Ice Cream                     ,811000581,3748,3936
ICr/ICTopp                  ,IC Topping Add On Ice Cream               ,811000570,3749,3937
ICr/16OCas                  ,GR 16oz Orange Casanova Ice Cream         ,811000578,3750,3976
ICr/21OCas                  ,GR 21oz Orange Casanova Ice Cream         ,811000579,3751,3977
ICr/32OCas                  ,GR 32oz Orange Casanova Ice Cream         ,811000580,3752,3978
Btl/BotMlk250               ,Bot Milk 250ml                            ,221000409,3753,3979
3Bf/TkyEgg                  ,Turkey Egg & Cheese 3BkfFb                ,194000374,3754,3314
6Bf/TkyEgg                  ,Turkey Egg & Cheese 6BkfFb                ,124000374,3755,3315
6Bk/TkyEgg                  ,Turkey Egg & Cheese SixBkf                ,123000374,3756,3316
BgM/TkyEgg                  ,Turkey Egg & Cheese BglMlt                ,164000374,3757,3317
Bkf/TkyEgg                  ,Turkey Egg & Cheese FtbkFb                ,114000374,3758,3318
BsM/TkyEgg                  ,Turkey Egg & Cheese BscMlt                ,164200374,3759,3319
CrM/TkyEgg                  ,Turkey Egg & Cheese CrsMlt                ,164100374,3760,3320
FbK/TkyEgg                  ,Turkey Egg & Cheese Ftbk                  ,113000374,3761,3321
Mlt/TkyEgg                  ,Turkey Egg & Cheese EngMf                 ,141000374,3762,3322
fBd/BBQORC                  ,BBQ Oven Roasted Chicken FlatBd           ,122000552,3763,3670
FfB/BBQORC                  ,BBQ Oven Roasted Chicken FtFbd            ,112000552,3764,3671
FtL/BBQORC                  ,BBQ Oven Roasted Chicken FtLong           ,111000552,3765,3672
Six/BBQORC                  ,BBQ Oven Roasted Chicken 6 inch           ,121000552,3766,3673
Sld/BBQORC                  ,BBQ Oven Roasted Chicken Salad            ,131000552,3767,3674
adF/BBQORC                  ,BBQ Oven Roasted Chicken AddFt            ,174000552,3768,3676
ad6/BBQORC                  ,BBQ Oven Roasted Chicken Add6in           ,175000552,3769,3677
dm6/BBQORC                  ,BBQ Oven Roasted Chicken Extr6            ,172000552,3770,3678
dmF/BBQORC                  ,BBQ Oven Roasted Chicken ExtrFT           ,171000552,3771,3679
fBd/BStkBc                  ,BBQSteakBacon FlatBd                      ,122000586,3772,3967
FfB/BStkBc                  ,BBQSteakBacon FtFbd                       ,112000586,3773,3968
FtL/BStkBc                  ,BBQSteakBacon FtLong                      ,111000586,3774,3969
Six/BStkBc                  ,BBQSteakBacon 6 inch                      ,121000586,3775,3970
Sld/BStkBc                  ,BBQSteakBacon Salad                       ,131000586,3776,3971
ad6/BStkBc                  ,BBQSteakBacon Add6in                      ,175000586,3777,3972
dm6/BStkBc                  ,BBQSteakBacon Extr6                       ,172000586,3778,3973
dmF/BStkBc                  ,BBQSteakBacon ExtrFT                      ,171000586,3779,3974
adF/BStkBc                  ,BBQSteakBacon AddFt                       ,174000586,3780,3975
Sid/Yogurt                  ,Yogurt                                    ,341000103,3781,2552
Btl/IcedTea                 ,Iced Tea Bottle                           ,221000405,3782,2719
Btl/FlW500                  ,500ml Flavoured Water                     ,221000417,3783,2801
H8/CofLat                   ,8oz Coffee & Latte                        ,233000443,3784,3308
BxL/Ham                     ,Ham BoxLn                                 ,186000004,3785,3991
fBd/Ham                     ,Ham FlatBd                                ,122000004,3786,3992
FBx/Ham                     ,Ham FBxLun                                ,187000004,3787,3993
FfB/Ham                     ,Ham FtFbd                                 ,112000004,3788,3994
FtL/Ham                     ,Ham FtLong                                ,111000004,3789,3995
Mni/Ham                     ,Ham Mini                                  ,161000004,3790,3996
Six/Ham                     ,Ham 6 inch                                ,121000004,3791,3997
Wrp/Ham                     ,Ham Wrap                                  ,162000004,3792,3999
adF/Ham                     ,Ham AddFt                                 ,174000004,3793,4000
dmF/Ham                     ,Ham ExtrFT                                ,171000004,3794,4001
dm6/Ham                     ,Ham Extr6                                 ,172000004,3795,4002
ad6/Ham                     ,Ham Add6in                                ,175000004,3796,4003
#NOM?,Ham Portn                                 ,173000004,3797,4004
BxL/Turkey                  ,Turkey BoxLn                              ,186000012,3798,4005
fBd/Turkey                  ,Turkey FlatBd                             ,122000012,3799,4006
FBx/Turkey                  ,Turkey FBxLun                             ,187000012,3800,4007
FfB/Turkey                  ,Turkey FtFbd                              ,112000012,3801,4008
FtL/Turkey                  ,Turkey FtLong                             ,111000012,3802,4009
Mni/Turkey                  ,Turkey Mini                               ,161000012,3803,4010
Six/Turkey                  ,Turkey 6 inch                             ,121000012,3804,4011
Sld/Turkey                  ,Turkey Salad                              ,131000012,3805,4012
Wrp/Turkey                  ,Turkey Wrap                               ,162000012,3806,4013
adF/Turkey                  ,Turkey AddFt                              ,174000012,3807,4014
dmF/Turkey                  ,Turkey ExtrFT                             ,171000012,3808,4015
dm6/Turkey                  ,Turkey Extr6                              ,172000012,3809,4016
ad6/Turkey                  ,Turkey Add6in                             ,175000012,3810,4017
#NOM?,Turkey Portn                              ,173000012,3811,4018
Sld/Ham                     ,Ham Salad                                 ,131000004,3812,4019
